epoch,loss,hardening_loss,r_loss,auxiliary_loss,learning_rate,validation_hardening_mre_percent,validation_r_mre_percent,validation_selection_score
48,0.042850296944379807,0.020308999344706535,0.0036072772927582264,0.10217827558517456,0.002,2.3525813885290217,14.359231216861692,16.711812605390712
49,0.04474338889122009,0.02016672119498253,0.004836485721170902,0.0993579775094986,0.002,2.291233219295772,13.965638604933009,16.25687182422878
50,0.03913774713873863,0.02004311978816986,0.0024973549880087376,0.0939994603395462,0.002,2.243919870816696,14.463996007029579,16.707915877846276
51,0.040417350828647614,0.02032379060983658,0.003228127956390381,0.09091535210609436,0.002,2.241526789025964,14.713389869582876,16.95491665860884
52,0.03813428431749344,0.019163519144058228,0.003144090762361884,0.08455055952072144,0.002,2.3285811255908047,14.309339821553277,16.63792094714408
53,0.03688693791627884,0.02039480209350586,0.0020590322092175484,0.08249379694461823,0.002,2.392017708165603,13.214267533633276,15.60628524179888
54,0.036420442163944244,0.01951092854142189,0.002452584682032466,0.0800289586186409,0.002,2.3688837054043193,12.96904774177438,15.337931447178702
55,0.03541994094848633,0.019299371168017387,0.0023232032544910908,0.07649442553520203,0.002,2.3167395474648766,13.039440865988869,15.356180413453746
56,0.033138424158096313,0.01870129443705082,0.0018484866013750434,0.07160104811191559,0.002,2.308139908562167,13.132397496880877,15.440537405443045
57,0.03568067401647568,0.01835411787033081,0.003527864348143339,0.06847217679023743,0.002,2.283429886019148,14.036832636936955,16.320262522956103
58,0.03346547856926918,0.01885445974767208,0.0023255283012986183,0.06639975309371948,0.002,2.2795317038275082,14.046432641682271,16.32596434550978
59,0.035044655203819275,0.01858176477253437,0.0034396119881421328,0.06389112025499344,0.002,2.246488376375543,13.313735655072223,15.560224031447767
60,0.031233984977006912,0.018158482387661934,0.001928188605234027,0.061460837721824646,0.002,2.225330577210825,12.41863538321355,14.643965960424374
61,0.04063653200864792,0.01863381452858448,0.006515964865684509,0.059805259108543396,0.002,2.1731592581739854,12.062067020736045,14.23522627891003
62,0.03103489801287651,0.018070142716169357,0.0022616861388087273,0.056275878101587296,0.002,2.24674120795221,12.950601563649187,15.197342771601397
63,0.03102714940905571,0.019485246390104294,0.0016539685893803835,0.05489311367273331,0.002,2.241075045070922,14.21961263497844,16.460687680049364
64,0.030141156166791916,0.01886841654777527,0.001668091514147818,0.05291036516427994,0.002,2.1004795050332725,14.551699573994634,16.652179079027906
65,0.031072231009602547,0.017808103933930397,0.0029126019217073917,0.04959281533956528,0.002,2.0996198888236712,13.43056142588798,15.53018131471165
66,0.03129541873931885,0.017708171159029007,0.0031086679082363844,0.04913274943828583,0.002,2.124801661891967,13.380951317916603,15.505752979808571
67,0.03380123898386955,0.017331212759017944,0.004740566946566105,0.04659262299537659,0.002,2.193184102417751,13.112391040129989,15.30557514254774
68,0.027712557464838028,0.016881074756383896,0.002025092486292124,0.045208655297756195,0.002,2.2287286353505875,12.814297548303932,15.04302618365452
69,0.029358692467212677,0.016819855198264122,0.0028833760879933834,0.04514724388718605,0.002,2.2912085286110986,12.033818480782763,14.325027009393862
70,0.030449289828538895,0.016593802720308304,0.0037943359930068254,0.04177876561880112,0.002,2.3851548977392616,12.490065876078324,14.875220773817585
71,0.027306172996759415,0.016379911452531815,0.0024443056900054216,0.040251005440950394,0.002,2.48981605541034,13.556952665614524,16.046768721024865
72,0.028676271438598633,0.01923723891377449,0.0018174914875999093,0.03869365155696869,0.002,2.3838544803919794,14.497603314751482,16.88145779514346
73,0.029745934531092644,0.01869620755314827,0.0026906116399914026,0.037790022790431976,0.002,2.1868269529447373,14.446922949329407,16.633749902274143
74,0.027586881071329117,0.016161896288394928,0.0029847268015146255,0.03637019917368889,0.002,2.033673887241186,13.330895230749867,15.364569117991053
75,0.025995150208473206,0.016823777928948402,0.001986611634492874,0.034654319286346436,0.002,1.9433151295795263,12.290342193833816,14.233657323413343
76,0.028070010244846344,0.016314566135406494,0.003321816911920905,0.03407873585820198,0.002,2.02205214150605,11.980210683673135,14.002262825179185
77,0.02504952810704708,0.01604238897562027,0.0021127897780388594,0.0318770557641983,0.002,2.2472698293819957,12.471943929972905,14.719213759354902
78,0.027327023446559906,0.016140222549438477,0.003214931581169367,0.03171293064951897,0.002,2.3287708506110163,13.36388062670858,15.692651477319597
79,0.0271938294172287,0.01627487502992153,0.0031269958708435297,0.031099747866392136,0.002,2.10536350533541,14.14395733031108,16.24932083564649
80,0.0323031023144722,0.01927565224468708,0.0042149992659688,0.030649669468402863,0.002,1.8929833368892817,13.581818324673883,15.474801661563165
81,0.02747301198542118,0.016683349385857582,0.003197012236341834,0.029304251074790955,0.002,1.966585028021615,12.686584075370943,14.653169103392557
82,0.02835705503821373,0.018008651211857796,0.0029774620197713375,0.029289865866303444,0.002,2.2401946342361096,12.185451753915306,14.425646388151417
83,0.027543213218450546,0.016517164185643196,0.003423062851652503,0.027866151183843613,0.002,2.499704950009155,12.624984230918098,15.124689180927254
84,0.022211194038391113,0.016304200515151024,0.0009519452578388155,0.026687361299991608,0.002,2.6394940795412087,13.326236142767112,15.96573022230832
85,0.024085592478513718,0.016159476712346077,0.0018960958113893867,0.02755950391292572,0.002,2.418665108924208,13.631969390944537,16.050634499868746
86,0.0246006790548563,0.016394473612308502,0.002100194338709116,0.02670544758439064,0.002,2.0376414302094656,13.398590213624995,15.43623164383446
87,0.024419255554676056,0.01659829542040825,0.0020435668993741274,0.024892183020710945,0.002,1.8650160827230553,13.069598914014346,14.934614996737402
88,0.021305661648511887,0.01578088290989399,0.0008195252739824355,0.025904841721057892,0.002,1.9760020953070125,12.92516803790601,14.901170133213022
89,0.02520378865301609,0.015344161540269852,0.003090769052505493,0.02452058717608452,0.002,2.238825764992059,12.858267862683828,15.097093627675887
90,0.024030445143580437,0.015472617000341415,0.002510152291506529,0.023583488538861275,0.002,2.3244748857860187,13.014975571148563,15.33945045693458
91,0.02493550069630146,0.015994083136320114,0.0026980233378708363,0.02363581582903862,0.002,2.23318011547221,13.15470531973496,15.38788543520717
92,0.023074407130479813,0.015178868547081947,0.0022549470886588097,0.022570962086319923,0.002,2.1135898081873288,12.953067465270932,15.066657273458262
93,0.01983625814318657,0.014917656779289246,0.0008579292334616184,0.021351629868149757,0.002,2.0204428437502133,12.835446044065776,14.85588888781599
94,0.024750521406531334,0.016618039458990097,0.00247885100543499,0.02116519957780838,0.002,2.1088777304456343,12.970670198633371,15.079547929079007
95,0.022405752912163734,0.014982996508479118,0.0021278157364577055,0.02111416682600975,0.002,2.2456701660159593,13.163288839080783,15.408959005096742
96,0.024230148643255234,0.016845017671585083,0.0021750847809016705,0.020233072340488434,0.002,2.2973775248498307,13.688014485961258,15.98539201081109
97,0.021565651521086693,0.014456930570304394,0.0020797611214220524,0.019661318510770798,0.002,2.277977328842527,13.219867357868434,15.497844686710959
98,0.02078128233551979,0.013770941644906998,0.002097729127854109,0.018765877932310104,0.002,2.269908420209181,12.791660979074509,15.06156939928369
99,0.023769455030560493,0.015295134857296944,0.0028352756053209305,0.018691791221499443,0.002,2.164098600177696,12.487872077280882,14.651970677458579
100,0.02553856372833252,0.015760622918605804,0.00354142882861197,0.017967229709029198,0.002,2.244861294029747,12.348450098928716,14.593311392958464
101,0.019807491451501846,0.014882938005030155,0.0011679778108373284,0.017257314175367355,0.002,2.37020963196251,12.563756865673561,14.933966497636073
