condition_id,split,work_mj_m3,loading_angle_deg,effective_plastic_strain,stress_radius_mpa,sigma11_mpa,sigma22_mpa,sigma12_mpa
TS071,train,0.5,120.0,0.003093629,184.01836,4.737995,183.77448,7.9212217
TS071,train,0.5,140.0,0.0035580376,156.9405,-150.71898,40.89509,15.266911
TS071,train,0.5,160.0,0.00241452,237.45087,-228.02582,-65.33255,10.894867
TS071,train,0.75,0.0,0.0029988654,272.59872,246.5449,115.65112,-12.25901
TS071,train,0.75,20.0,0.0028048584,288.19293,241.45503,156.70354,-14.080755
TS071,train,0.75,40.0,0.0027545597,293.20554,225.74893,186.33951,-16.86142
TS071,train,0.75,60.0,0.0028185903,288.84518,198.9936,208.471,-19.27295
TS071,train,0.75,80.0,0.0030462798,270.09814,152.85835,221.80385,-19.746899
TS071,train,0.75,100.0,0.0035281475,234.58914,79.621574,220.41261,-10.484552
TS071,train,0.75,120.0,0.0044248225,192.11525,9.270824,191.75114,7.33515
TS071,train,0.75,140.0,0.0051098457,164.7844,-160.19113,35.438686,15.202069
TS071,train,0.75,160.0,0.0034469948,245.75525,-235.25208,-70.17627,11.247477
TS071,train,1.0,0.0,0.0039083366,278.94406,251.976,118.97026,-12.8024235
TS071,train,1.0,20.0,0.0036609916,294.38947,246.30205,160.56117,-14.843521
TS071,train,1.0,40.0,0.0036027406,299.41528,230.52602,190.24187,-17.755323
TS071,train,1.0,60.0,0.0036763265,295.39,204.30392,212.38087,-20.230164
TS071,train,1.0,80.0,0.0039555035,276.94427,158.62256,226.04839,-20.896774
TS071,train,1.0,100.0,0.004581693,240.91699,83.045525,225.84914,-11.683285
TS071,train,1.0,120.0,0.0057045557,198.26578,11.832701,197.78928,6.9692593
TS071,train,1.0,140.0,0.0065991264,170.91103,-167.20299,32.049355,14.959787
TS071,train,1.0,160.0,0.004449349,252.36919,-241.19923,-73.344124,11.552233
TS071,train,2.0,0.0,0.0073622977,298.9525,269.68356,128.20879,-14.348053
TS071,train,2.0,20.0,0.006940697,314.95148,262.70944,172.87263,-17.12181
TS071,train,2.0,40.0,0.006830176,319.4189,245.86249,202.91019,-20.187153
TS071,train,2.0,60.0,0.00694349,315.8938,219.78146,225.7649,-22.696665
TS071,train,2.0,80.0,0.00742392,298.85168,175.50594,240.72585,-23.679533
TS071,train,2.0,100.0,0.008566486,260.05576,91.22217,243.13191,-13.941424
TS071,train,2.0,120.0,0.010516013,216.55365,17.059372,215.78702,6.3554397
TS071,train,2.0,140.0,0.012167511,187.20642,-184.69023,27.17614,14.042241
TS071,train,2.0,160.0,0.00825674,272.35568,-259.83966,-80.639885,12.577134
TS071,train,5.0,0.0,0.01671937,339.9519,306.32315,146.4526,-16.883762
TS071,train,5.0,20.0,0.015837748,357.20905,296.58652,197.99736,-20.77925
TS071,train,5.0,40.0,0.015620978,360.71655,277.03253,229.78581,-23.830502
TS071,train,5.0,60.0,0.015820976,357.71292,250.00388,254.48953,-26.299597
TS071,train,5.0,80.0,0.016755318,341.46494,204.91734,271.77298,-27.32391
TS071,train,5.0,100.0,0.019266305,298.73154,105.91185,278.8265,-16.702951
TS071,train,5.0,120.0,0.023279648,251.42825,23.239777,250.28154,5.935551
TS071,train,5.0,140.0,0.027070034,213.15865,-210.87408,28.490099,12.531613
TS071,train,5.0,160.0,0.018507333,310.40277,-296.39175,-91.00716,14.815152
TS071,train,10.0,0.0,0.030514766,382.4698,343.92752,166.27458,-18.701931
TS071,train,10.0,20.0,0.02898259,400.89328,331.1565,224.73323,-23.361334
TS071,train,10.0,40.0,0.028657796,403.8869,308.78473,259.04645,-25.914278
TS071,train,10.0,60.0,0.028953081,401.24002,280.932,285.07397,-28.347702
TS071,train,10.0,80.0,0.03047859,384.66058,233.05759,304.5719,-29.730137
TS071,train,10.0,100.0,0.034868542,340.0357,122.33025,316.71478,-18.744116
TS071,train,10.0,120.0,0.041772287,287.39084,27.856241,285.9787,5.805457
TS071,train,10.0,140.0,0.049161658,237.90526,-235.27411,33.3517,11.518408
TS071,train,10.0,160.0,0.03363515,348.1221,-333.1529,-99.517395,17.158651
TS097,train,0.25,0.0,0.0013005835,216.71373,206.13324,65.983765,-9.4580555
TS097,train,0.25,20.0,0.0011510918,247.20299,205.45407,135.95703,-20.182537
TS097,train,0.25,40.0,0.0011015593,254.0811,194.33128,162.42212,-20.275963
TS097,train,0.25,60.0,0.0011519911,246.8089,173.15619,175.07468,-16.61244
TS097,train,0.25,80.0,0.0013239542,215.06047,111.21433,183.35857,-14.3865595
TS097,train,0.25,100.0,0.0015311866,178.09811,-1.8304362,177.07468,-18.971409
TS097,train,0.25,120.0,0.0015723511,173.33948,-81.85896,150.75114,-24.8852
TS097,train,0.25,140.0,0.001562328,173.5876,-139.23125,100.86673,-23.937357
TS097,train,0.25,160.0,0.0014765342,186.07939,-183.92259,26.191751,-10.430182
TS097,train,0.5,0.0,0.0024157793,229.20543,214.04713,80.48525,-14.91334
TS097,train,0.5,20.0,0.0021412503,259.1901,211.83896,147.3308,-24.420982
TS097,train,0.5,40.0,0.0020658923,263.7698,202.13576,167.85721,-23.211073
TS097,train,0.5,60.0,0.0021440545,258.70712,185.12929,179.64038,-19.632801
TS097,train,0.5,80.0,0.002437813,231.61348,133.48323,188.64423,-14.732217
TS097,train,0.5,100.0,0.002909539,184.2172,-2.9927,183.10948,-19.944874
TS097,train,0.5,120.0,0.002987753,179.11911,-85.521545,155.19637,-26.14691
TS097,train,0.5,140.0,0.0029773605,179.22562,-144.18713,103.487076,-24.943012
TS097,train,0.5,160.0,0.0027911772,193.00581,-191.30281,23.752224,-9.391834
TS097,train,0.75,0.0,0.003489781,237.88528,219.72992,89.37951,-17.794615
TS097,train,0.75,20.0,0.0030864372,266.5456,216.95018,152.68236,-25.810734
TS097,train,0.75,40.0,0.0029958426,271.10632,207.9272,172.2266,-24.551615
TS097,train,0.75,60.0,0.0030908573,266.10986,191.48718,183.61148,-20.802368
TS097,train,0.75,80.0,0.003492817,241.61346,145.15958,192.52943,-15.196371
TS097,train,0.75,100.0,0.004249683,188.54263,-3.8646712,187.39168,-20.435644
TS097,train,0.75,120.0,0.004366041,183.59125,-88.309555,158.74313,-26.601383
TS097,train,0.75,140.0,0.004355349,183.64034,-148.18022,105.51619,-25.150276
TS097,train,0.75,160.0,0.004069694,198.11917,-196.6287,22.577072,-8.83828
TS097,train,1.0,0.0,0.004527538,244.52892,224.42445,95.11376,-19.4895
TS097,train,1.0,20.0,0.0040132687,273.15024,221.7487,157.21893,-26.844164
TS097,train,1.0,40.0,0.0039097834,277.7299,213.11716,176.25484,-25.479387
TS097,train,1.0,60.0,0.0040189154,272.74777,196.98877,187.39737,-21.650795
TS097,train,1.0,80.0,0.0045142225,249.01968,152.76486,196.03593,-15.564571
TS097,train,1.0,100.0,0.0055623795,192.24026,-4.663956,191.06194,-20.730738
TS097,train,1.0,120.0,0.005713103,187.53503,-90.80275,161.88495,-26.783375
TS097,train,1.0,140.0,0.005702465,187.58148,-151.77303,107.32877,-25.141815
TS097,train,1.0,160.0,0.005318442,202.44342,-201.04813,22.142426,-8.517988
TS097,train,2.0,0.0,0.008454425,263.77145,239.54573,108.00695,-22.968721
TS097,train,2.0,20.0,0.0075364294,294.24765,238.01854,170.5319,-29.115372
TS097,train,2.0,40.0,0.007371315,299.12857,229.71935,189.61891,-27.415148
TS097,train,2.0,60.0,0.007547651,293.8207,213.37492,200.6503,-23.263567
TS097,train,2.0,80.0,0.008365848,269.11838,169.56802,208.3411,-16.287025
TS097,train,2.0,100.0,0.010602629,204.26187,-7.5867205,202.99951,-21.365704
TS097,train,2.0,120.0,0.0108616315,200.68167,-99.023254,172.46584,-26.889065
TS097,train,2.0,140.0,0.010849436,200.81769,-163.99556,113.2264,-24.757803
TS097,train,2.0,160.0,0.010089255,216.31801,-214.98845,22.55576,-8.042123
TS097,train,5.0,0.0,0.0190648,299.26556,270.1614,125.85072,-27.097662
TS097,train,5.0,20.0,0.01700577,336.8216,271.6151,196.49608,-32.608433
TS097,train,5.0,40.0,0.016682455,342.98633,263.3257,217.67355,-30.288912
TS097,train,5.0,60.0,0.017034648,336.09448,244.69249,229.00833,-25.303432
TS097,train,5.0,80.0,0.018756263,305.81168,194.40074,235.44109,-17.222668
TS097,train,5.0,100.0,0.024402462,229.1204,-13.142399,227.64214,-22.415976
TS097,train,5.0,120.0,0.024813032,227.83818,-114.63403,195.07469,-26.741766
TS097,train,5.0,140.0,0.024776181,228.45012,-189.84196,124.789734,-24.019588
TS097,train,5.0,160.0,0.023061352,244.63908,-243.25261,24.758377,-7.9671674
TS097,train,10.0,0.0,0.034786258,334.53458,301.3674,142.04968,-30.215313
TS097,train,10.0,20.0,0.030894605,380.6179,306.25677,223.17938,-35.605015
TS097,train,10.0,40.0,0.030308414,388.18057,297.44006,247.2699,-32.728477
TS097,train,10.0,60.0,0.030955657,379.70944,276.27444,259.10464,-26.766722
TS097,train,10.0,80.0,0.034113094,343.21988,217.92636,264.55444,-17.85846
TS097,train,10.0,100.0,0.044976532,255.42302,-17.375364,253.75983,-23.34445
TS097,train,10.0,120.0,0.04539283,256.5274,-129.78476,219.62177,-26.990742
TS097,train,10.0,140.0,0.04528239,257.57068,-217.26196,136.25456,-23.970057
TS097,train,10.0,160.0,0.042260025,274.57092,-273.20316,26.106771,-8.22509
TS115,train,0.25,0.0,0.0012858144,216.9543,201.25832,80.96754,-2.7762122
TS115,train,0.25,20.0,0.0011333509,245.43103,198.7103,143.989,-1.5401391
TS115,train,0.25,40.0,0.001095775,255.44516,186.74771,174.27544,-2.3543704
TS115,train,0.25,60.0,0.0011168091,251.93562,164.41866,190.85184,-3.5359306
TS115,train,0.25,80.0,0.0012198336,230.66249,116.60055,198.95172,-2.572176
TS115,train,0.25,100.0,0.0014129126,196.31201,38.024883,192.57463,1.1851374
TS115,train,0.25,120.0,0.0016744824,165.25888,-35.79618,161.16539,6.885892
TS115,train,0.25,140.0,0.0018127081,149.80914,-126.7554,79.370804,8.400753
TS115,train,0.25,160.0,0.0015230487,181.67236,-181.50316,-3.7171729,6.0937257
TS115,train,0.5,0.0,0.0024073718,227.4489,208.27477,91.36694,-2.0161889
TS115,train,0.5,20.0,0.0021266823,257.17883,204.66846,155.71585,-1.421776
TS115,train,0.5,40.0,0.0020549945,264.80566,193.05206,181.23262,-2.7490044
TS115,train,0.5,60.0,0.0020890534,262.3295,173.66109,196.56978,-4.215645
TS115,train,0.5,80.0,0.0022732753,244.13068,132.02525,205.3016,-4.0498486
TS115,train,0.5,100.0,0.0026529394,205.3331,43.858616,200.58946,0.14871055
TS115,train,0.5,120.0,0.0031497816,173.43364,-32.20505,170.27345,6.9122796
TS115,train,0.5,140.0,0.0034481166,155.90102,-134.42068,78.50513,8.466357
TS115,train,0.5,160.0,0.0028616588,190.99672,-190.68095,-9.032752,6.0655866
TS115,train,0.75,0.0,0.0034878752,234.97249,213.62248,97.84335,-1.6780477
TS115,train,0.75,20.0,0.0030802377,264.7706,209.51309,161.8777,-1.5333444
TS115,train,0.75,40.0,0.002982026,271.97903,198.06366,186.37178,-2.9839194
TS115,train,0.75,60.0,0.003023787,269.67056,179.3848,201.30107,-4.552146
TS115,train,0.75,80.0,0.00328014,252.80986,140.52504,210.09822,-4.596668
TS115,train,0.75,100.0,0.0038523094,211.57202,46.819267,206.32549,-0.37662685
TS115,train,0.75,120.0,0.004569316,179.0004,-31.041107,176.15363,6.883184
TS115,train,0.75,140.0,0.005030037,160.49556,-139.73384,78.50385,8.383664
TS115,train,0.75,160.0,0.004149882,197.12798,-196.7068,-11.323368,6.0990515
TS115,train,1.0,0.0,0.004536843,241.10931,218.25935,102.43721,-1.5054046
TS115,train,1.0,20.0,0.0040151924,271.39993,214.05263,166.84286,-1.6432862
TS115,train,1.0,40.0,0.0038936017,278.43066,202.63905,190.92151,-3.167216
TS115,train,1.0,60.0,0.0039414293,276.2282,184.27425,205.72258,-4.8140798
TS115,train,1.0,80.0,0.0042528445,259.64575,146.38144,214.38867,-4.8936095
TS115,train,1.0,100.0,0.005020313,216.66208,48.631977,211.13231,-0.6927425
TS115,train,1.0,120.0,0.0059485845,183.59059,-30.78142,180.86131,6.868637
TS115,train,1.0,140.0,0.00656843,164.44699,-144.0054,78.971954,8.28355
TS115,train,1.0,160.0,0.005402167,202.14119,-201.65549,-12.573572,6.155986
TS115,train,2.0,0.0,0.0085243555,259.56564,233.21567,113.943565,-1.2348574
TS115,train,2.0,20.0,0.007560011,292.17123,229.37262,180.96515,-1.9549267
TS115,train,2.0,40.0,0.007350192,299.22748,217.65602,205.3045,-3.603795
TS115,train,2.0,60.0,0.00742542,297.16656,198.99077,220.63614,-5.5063477
TS115,train,2.0,80.0,0.007949187,280.51096,161.8237,229.05954,-5.5720806
TS115,train,2.0,100.0,0.009467033,232.57645,52.63962,226.53732,-1.3079381
TS115,train,2.0,120.0,0.011180699,198.04778,-31.742588,195.36533,6.907514
TS115,train,2.0,140.0,0.012413179,177.25066,-156.98898,81.90818,7.953281
TS115,train,2.0,160.0,0.0101601565,217.80933,-217.21114,-14.812245,6.3893466
TS115,train,5.0,0.0,0.019297445,295.2868,264.08075,132.11642,-0.9570517
TS115,train,5.0,20.0,0.017098196,334.5329,261.67615,208.40475,-2.3050475
TS115,train,5.0,40.0,0.016674878,342.02396,248.74359,234.71092,-4.217345
TS115,train,5.0,60.0,0.016808325,339.86667,228.21654,251.75572,-6.753763
TS115,train,5.0,80.0,0.017889693,320.75323,187.65611,260.04855,-6.5245047
TS115,train,5.0,100.0,0.021481717,265.0973,60.014263,258.2066,-2.0521
TS115,train,5.0,120.0,0.02523297,227.30377,-35.369045,224.41632,7.3041344
TS115,train,5.0,140.0,0.028122986,203.16087,-182.0754,89.8129,7.518183
TS115,train,5.0,160.0,0.02296264,249.03001,-248.31535,-17.536928,6.9201264
TS115,train,10.0,0.0,0.035173144,332.57645,296.88672,149.88339,-0.57892
TS115,train,10.0,20.0,0.03106661,378.94934,295.7238,236.9502,-2.1521423
TS115,train,10.0,40.0,0.030354753,386.3115,280.95236,265.1088,-4.433436
TS115,train,10.0,60.0,0.030570582,384.29044,258.4585,284.28397,-7.808337
TS115,train,10.0,80.0,0.032480758,362.2186,212.90652,292.95233,-7.214447
TS115,train,10.0,100.0,0.039122384,300.04788,68.915215,292.01654,-2.400778
TS115,train,10.0,120.0,0.045757383,258.29245,-39.1649,255.17775,8.088266
TS115,train,10.0,140.0,0.051126473,230.036,-207.9159,98.15259,7.3211017
TS115,train,10.0,160.0,0.041743994,281.58533,-280.75882,-20.169266,7.615058
TS138,train,0.25,0.0,0.0012900686,216.73732,200.31595,82.68453,1.7250842
TS138,train,0.25,20.0,0.0011435425,246.6572,197.49086,147.75102,1.2985957
TS138,train,0.25,40.0,0.0010855889,257.77432,184.54153,179.96643,2.009131
TS138,train,0.25,60.0,0.0010979131,255.42369,162.69835,196.87952,2.9039106
TS138,train,0.25,80.0,0.001184462,237.30148,119.048645,205.23808,2.4206057
TS138,train,0.25,100.0,0.0013620688,205.45529,51.56174,198.85469,-0.27893633
TS138,train,0.25,120.0,0.0016811374,166.27264,-20.367418,164.9083,-3.7003496
TS138,train,0.25,140.0,0.0019052076,143.3182,-124.80064,70.16442,-5.4177694
TS138,train,0.25,160.0,0.0015242192,183.58015,-183.05627,-13.103625,-3.3585062
TS138,train,0.5,0.0,0.0024116333,227.74121,208.13441,92.40987,1.7166775
TS138,train,0.5,20.0,0.0021304262,258.46735,203.34834,159.53325,1.5341872
TS138,train,0.5,40.0,0.0020351023,267.4415,190.77644,187.41252,2.3747973
TS138,train,0.5,60.0,0.0020566087,265.59784,171.17249,203.05467,3.2959557
TS138,train,0.5,80.0,0.0022082492,249.61026,131.6974,212.00272,3.4294245
TS138,train,0.5,100.0,0.0025449824,216.27846,59.57392,207.90561,0.6269693
TS138,train,0.5,120.0,0.003136269,177.06451,-13.750434,176.48132,-3.680956
TS138,train,0.5,140.0,0.0036089167,150.58234,-134.85199,66.763535,-5.70189
TS138,train,0.5,160.0,0.002847287,193.77441,-192.77182,-19.357788,-3.5067935
TS138,train,0.75,0.0,0.0034900433,235.25154,213.80608,98.11179,1.6870388
TS138,train,0.75,20.0,0.0030831834,266.65723,208.27953,166.49731,1.729332
TS138,train,0.75,40.0,0.002952703,274.89822,195.82228,192.91356,2.641421
TS138,train,0.75,60.0,0.0029809135,272.9481,176.61192,208.07741,3.5049818
TS138,train,0.75,80.0,0.0031937058,258.12653,139.18262,217.35187,3.8462408
TS138,train,0.75,100.0,0.003680562,223.29076,63.479717,214.07324,1.0210283
TS138,train,0.75,120.0,0.0045229876,183.8043,-11.218788,183.42345,-3.6821039
TS138,train,0.75,140.0,0.005238607,155.70105,-141.10709,65.55919,-5.7377043
TS138,train,0.75,160.0,0.0041164397,200.29335,-199.04614,-22.02155,-3.6044776
TS138,train,1.0,0.0,0.0045405948,241.46346,218.70587,102.319466,1.6369745
TS138,train,1.0,20.0,0.0040060417,273.42328,212.73538,171.75514,1.8754365
TS138,train,1.0,40.0,0.0038549588,281.5768,200.43123,197.74884,2.8659103
TS138,train,1.0,60.0,0.003885527,279.5684,181.3656,212.72379,3.6749866
TS138,train,1.0,80.0,0.0041503157,264.94916,144.42546,222.08588,4.0658364
TS138,train,1.0,100.0,0.0047857473,229.07626,66.12432,219.32127,1.2313457
TS138,train,1.0,120.0,0.0058644977,189.1024,-10.073938,188.79756,-3.694842
TS138,train,1.0,140.0,0.006821088,159.99823,-145.985,65.22932,-5.695996
TS138,train,1.0,160.0,0.0053489804,205.59889,-204.20334,-23.630737,-3.6694312
TS138,train,2.0,0.0,0.008518916,260.4948,234.5897,113.23895,1.449192
TS138,train,2.0,20.0,0.0075223064,295.07465,228.09952,187.17505,2.2664855
TS138,train,2.0,40.0,0.007270544,302.90076,215.42982,212.90227,3.3886192
TS138,train,2.0,60.0,0.007328082,300.9962,195.98587,228.41052,4.1063104
TS138,train,2.0,80.0,0.007772616,286.06204,158.51329,238.08478,4.5366178
TS138,train,2.0,100.0,0.008980526,247.14941,72.566956,236.25114,1.5060282
TS138,train,2.0,120.0,0.01092848,205.1624,-8.853052,204.9366,-3.770367
TS138,train,2.0,140.0,0.012812556,173.2213,-159.71262,66.84924,-5.3491726
TS138,train,2.0,160.0,0.010016208,222.11401,-220.42485,-27.063654,-3.8817496
TS138,train,5.0,0.0,0.01922098,297.86118,267.07526,131.8739,1.1683316
TS138,train,5.0,20.0,0.01696222,338.0784,260.20126,215.83453,2.7838035
TS138,train,5.0,40.0,0.016476238,346.57498,246.33118,243.76,4.027409
TS138,train,5.0,60.0,0.016587302,344.50586,224.77362,261.03616,4.6058736
TS138,train,5.0,80.0,0.01750652,328.06448,183.66193,271.78595,5.196095
TS138,train,5.0,100.0,0.020245768,283.41174,83.34419,270.8753,1.5866284
TS138,train,5.0,120.0,0.024443844,236.9656,-9.163649,236.7546,-3.9982505
TS138,train,5.0,140.0,0.028875131,198.73543,-184.14357,74.61327,-4.4463134
TS138,train,5.0,160.0,0.022538505,255.13211,-253.04199,-32.273697,-4.5331283
TS138,train,10.0,0.0,0.034933742,336.34607,300.69705,150.69652,0.7174888
TS138,train,10.0,20.0,0.030790094,382.53513,293.8548,244.8963,2.8759747
TS138,train,10.0,40.0,0.029971153,391.80038,278.20602,275.84668,4.19059
TS138,train,10.0,60.0,0.030161232,389.66577,254.61092,294.94266,4.6409235
TS138,train,10.0,80.0,0.031746484,371.7403,209.34325,307.14172,5.4970317
TS138,train,10.0,100.0,0.03672029,321.55508,94.34626,307.3986,1.6009008
TS138,train,10.0,120.0,0.044080336,270.58624,-10.501645,270.3478,-4.323748
TS138,train,10.0,140.0,0.052398,224.91258,-208.51276,84.22507,-3.7737226
TS138,train,10.0,160.0,0.040837433,289.398,-286.95627,-37.125965,-5.3824105
TS151,test,0.25,0.0,0.0012980787,213.06944,197.37166,80.16107,-0.7778185
TS151,test,0.25,20.0,0.0011335945,247.66737,194.62312,153.13054,0.96267295
TS151,test,0.25,40.0,0.0010608629,259.9277,180.39392,187.13191,-0.32717386
TS151,test,0.25,60.0,0.001079344,260.22165,158.40437,206.44551,-1.8308433
TS151,test,0.25,80.0,0.0011498078,244.87987,118.00047,214.55124,-1.1592212
TS151,test,0.25,100.0,0.0013127448,214.38321,55.36658,207.03595,3.8487093
TS151,test,0.25,120.0,0.0016258289,172.39574,-21.059956,170.59392,12.571929
TS151,test,0.25,140.0,0.0018450805,147.48332,-124.136765,77.99063,15.780279
TS151,test,0.25,160.0,0.0015406765,179.76952,-179.55188,-3.3430812,7.81034
TS151,test,0.5,0.0,0.002439336,224.4779,205.20848,90.965355,0.63554585
TS151,test,0.5,20.0,0.0021141039,259.78824,200.26855,165.45383,1.2577453
TS151,test,0.5,40.0,0.0020012793,270.93912,186.47885,196.55347,-0.40917826
TS151,test,0.5,60.0,0.002021408,270.36343,166.2816,213.1709,-2.2200012
TS151,test,0.5,80.0,0.0021436962,256.9482,129.96506,221.63269,-2.7553957
TS151,test,0.5,100.0,0.0024420081,226.11317,65.17136,216.49188,2.2810154
TS151,test,0.5,120.0,0.00302771,183.0784,-13.957413,182.09839,12.66861
TS151,test,0.5,140.0,0.003503881,154.03078,-132.88329,76.15363,16.326628
TS151,test,0.5,160.0,0.0028964595,188.67957,-188.37253,-7.754231,7.447005
TS151,test,0.75,0.0,0.0035321538,231.95248,210.64993,97.080765,1.1448802
TS151,test,0.75,20.0,0.0030583267,268.14322,204.92569,172.9241,1.2819448
TS151,test,0.75,40.0,0.0029140473,278.68613,191.27196,202.6839,-0.48065716
TS151,test,0.75,60.0,0.0029285923,277.52658,171.28474,218.35005,-2.341883
TS151,test,0.75,80.0,0.003102942,265.31674,136.9567,227.2092,-3.3887568
TS151,test,0.75,100.0,0.0035298432,233.94662,70.44206,223.0822,1.4526008
TS151,test,0.75,120.0,0.0043679974,189.83221,-10.973029,189.09132,12.627223
TS151,test,0.75,140.0,0.0051031644,158.75662,-138.4857,75.89921,16.266016
TS151,test,0.75,160.0,0.0042014853,194.54858,-194.19046,-9.232349,7.3457146
TS151,test,1.0,0.0,0.0045955223,238.10246,215.3596,101.53828,1.4314681
TS151,test,1.0,20.0,0.003981618,275.1475,209.2274,178.6846,1.273133
TS151,test,1.0,40.0,0.0037968373,284.96393,195.39935,207.42044,-0.51834625
TS151,test,1.0,60.0,0.0038195995,284.0768,175.75024,223.17122,-2.4571104
TS151,test,1.0,80.0,0.004031034,271.88214,141.65675,232.0314,-3.7157676
TS151,test,1.0,100.0,0.0045862426,240.16283,73.85776,228.5215,0.9622509
TS151,test,1.0,120.0,0.0056666723,195.14528,-9.400059,194.51067,12.592619
TS151,test,1.0,140.0,0.006657114,162.72865,-142.79526,76.35425,16.124393
TS151,test,1.0,160.0,0.0054713646,199.39958,-199.01959,-9.874706,7.340754
TS151,test,2.0,0.0,0.008631366,256.67422,230.65103,112.5963,1.9387903
TS151,test,2.0,20.0,0.007475299,296.4699,224.05609,194.14293,1.3313382
TS151,test,2.0,40.0,0.0071806237,306.16083,209.75436,223.01843,-0.5809536
TS151,test,2.0,60.0,0.0072104586,305.10416,189.41841,239.16736,-2.8585565
TS151,test,2.0,80.0,0.007566506,292.9142,155.04306,248.47462,-4.5472183
TS151,test,2.0,100.0,0.008587116,258.8382,81.65217,245.6219,0.06920524
TS151,test,2.0,120.0,0.0105830915,211.02586,-7.26796,210.52129,12.643545
TS151,test,2.0,140.0,0.012563383,175.35907,-155.39192,79.7528,15.607225
TS151,test,2.0,160.0,0.010291766,214.76843,-214.38206,-10.401882,7.589764
TS151,test,5.0,0.0,0.019512063,292.7237,261.9983,130.5294,2.4768422
TS151,test,5.0,20.0,0.016879678,339.07327,255.84375,222.51248,1.6912986
TS151,test,5.0,40.0,0.016298572,349.27377,239.88034,253.86864,-0.551329
TS151,test,5.0,60.0,0.016363828,348.11383,217.08762,272.1106,-3.4704015
TS151,test,5.0,80.0,0.01708908,334.67517,179.12206,282.6453,-5.8645873
TS151,test,5.0,100.0,0.01937058,295.38916,93.97986,280.03888,-0.87427104
TS151,test,5.0,120.0,0.023785956,241.49097,-6.6765833,241.04639,13.036501
TS151,test,5.0,140.0,0.028460205,200.5773,-179.15092,88.95634,14.93196
TS151,test,5.0,160.0,0.023260692,246.18402,-245.80742,-10.889292,8.167792
TS151,test,10.0,0.0,0.035507612,330.32242,294.9928,148.60649,2.8745315
TS151,test,10.0,20.0,0.030673897,383.45755,289.495,251.4499,2.2992675
TS151,test,10.0,40.0,0.02970038,394.37405,271.9047,285.65482,-0.2412038
TS151,test,10.0,60.0,0.029812925,392.7993,246.39525,305.8877,-3.6568456
TS151,test,10.0,80.0,0.031081276,377.5383,203.74889,317.7609,-7.0419116
TS151,test,10.0,100.0,0.035229173,332.9729,106.26005,315.55746,-1.7983613
TS151,test,10.0,120.0,0.043156322,273.05603,-6.6146617,272.65143,13.30582
TS151,test,10.0,140.0,0.05178954,226.5721,-203.45293,98.58693,14.914399
TS151,test,10.0,160.0,0.04222179,279.38824,-278.96365,-12.834679,8.50479
TS157,train,0.25,0.0,0.0013180971,210.7224,194.07272,82.04601,0.6244093
TS157,train,0.25,20.0,0.0011626523,238.14223,190.90071,142.34995,0.10378793
TS157,train,0.25,40.0,0.0011211105,248.21165,177.68022,173.31403,0.8718212
TS157,train,0.25,60.0,0.0011165647,246.66476,156.22562,190.8759,1.5755111
TS157,train,0.25,80.0,0.0012016501,231.63907,117.24315,199.76411,1.5208088
TS157,train,0.25,100.0,0.0013936245,200.32095,53.654274,192.97023,-0.40653247
TS157,train,0.25,120.0,0.0017401533,160.90096,-17.482391,159.89218,-3.5263271
TS157,train,0.25,140.0,0.0019666108,138.54776,-121.17803,66.83561,-6.013709
TS157,train,0.25,160.0,0.0015641951,177.97119,-177.25546,-15.24413,-3.69313
TS157,train,0.5,0.0,0.002471641,220.79008,201.29575,90.690926,0.23567918
TS157,train,0.5,20.0,0.002186878,248.31906,196.37675,151.97307,-0.020613983
TS157,train,0.5,40.0,0.0021084805,257.51187,183.16536,181.00189,1.0196772
TS157,train,0.5,60.0,0.002106568,256.09763,163.31456,197.25774,1.857893
TS157,train,0.5,80.0,0.0022540314,242.60637,127.49088,206.39124,2.067352
TS157,train,0.5,100.0,0.0026082369,211.94829,62.98056,202.37416,0.0343138
TS157,train,0.5,120.0,0.0032394782,170.70848,-11.643568,170.26677,-3.4587
TS157,train,0.5,140.0,0.003727269,145.32118,-130.19531,64.24613,-6.256202
TS157,train,0.5,160.0,0.0029276505,187.65276,-186.40584,-21.296059,-3.49045
TS157,train,0.75,0.0,0.0035866667,228.00458,206.8269,95.9579,0.100463234
TS157,train,0.75,20.0,0.003175508,255.73613,201.03868,158.06146,-0.046840932
TS157,train,0.75,40.0,0.003063206,264.49487,187.6245,186.42188,1.1174252
TS157,train,0.75,60.0,0.0030670103,263.35034,168.3197,202.52814,2.050461
TS157,train,0.75,80.0,0.0032642197,250.30908,133.51198,211.71263,2.328211
TS157,train,0.75,100.0,0.0037658953,219.21579,67.29603,208.6295,0.04619996
TS157,train,0.75,120.0,0.0046752198,177.46657,-8.935584,177.2059,-3.406828
TS157,train,0.75,140.0,0.005416618,150.2083,-135.90945,63.655907,-6.198981
TS157,train,0.75,160.0,0.004237601,193.98059,-192.48048,-23.83139,-3.4116442
TS157,train,1.0,0.0,0.004670755,233.98946,211.65686,99.761086,-0.0006692742
TS157,train,1.0,20.0,0.0041425815,262.1742,205.37733,162.95787,-0.049538
TS157,train,1.0,40.0,0.003996307,270.76642,191.7267,191.19044,1.20712
TS157,train,1.0,60.0,0.0040094904,269.76428,172.55843,207.34381,2.2136467
TS157,train,1.0,80.0,0.004249562,256.95212,138.22658,216.58958,2.5212634
