condition_id,split,work_mj_m3,loading_angle_deg,effective_plastic_strain,stress_radius_mpa,sigma11_mpa,sigma22_mpa,sigma12_mpa
TS157,train,1.0,100.0,0.004889374,225.25726,70.358734,213.98645,0.012616526
TS157,train,1.0,120.0,0.006062986,182.87836,-7.4802394,182.69327,-3.367153
TS157,train,1.0,140.0,0.007057643,154.34723,-140.41129,63.79837,-6.095226
TS157,train,1.0,160.0,0.0055096126,199.1325,-197.4927,-25.2791,-3.3635945
TS157,train,2.0,0.0,0.0087735,252.71379,227.61656,109.79441,-0.3406298
TS157,train,2.0,20.0,0.0078116343,282.64227,220.26982,177.10973,-0.0052524568
TS157,train,2.0,40.0,0.0075530303,291.41544,205.65321,206.46405,1.5141133
TS157,train,2.0,60.0,0.0075725988,290.41437,185.62866,223.32755,2.7013068
TS157,train,2.0,80.0,0.007985229,277.9072,151.22253,233.14139,3.0384512
TS157,train,2.0,100.0,0.0091435,244.29889,78.31443,231.40608,-0.10912167
TS157,train,2.0,120.0,0.0112878615,199.27205,-5.3451447,199.17274,-3.3117175
TS157,train,2.0,140.0,0.013267742,167.33337,-153.49477,66.387764,-5.6980953
TS157,train,2.0,160.0,0.010331118,215.25787,-213.38661,-28.137857,-3.2199385
TS157,train,5.0,0.0,0.019776544,290.50656,260.84,127.88991,-0.85374457
TS157,train,5.0,20.0,0.017665144,323.91122,251.54822,204.06361,0.09944511
TS157,train,5.0,40.0,0.01711319,333.7433,234.69182,237.27565,2.1418962
TS157,train,5.0,60.0,0.01715767,333.2844,212.54726,256.69,3.5202942
TS157,train,5.0,80.0,0.01798064,320.0193,175.16173,267.79703,3.9331932
TS157,train,5.0,100.0,0.020483982,282.78052,92.38948,267.26205,-0.06806248
TS157,train,5.0,120.0,0.025158582,231.50844,-3.990833,231.44713,-3.529457
TS157,train,5.0,140.0,0.029848143,193.03732,-178.07607,74.33362,-5.1797986
TS157,train,5.0,160.0,0.023242844,247.62682,-245.47453,-32.44131,-2.975028
TS157,train,10.0,0.0,0.035833474,330.19406,295.78397,146.76094,-1.0857662
TS157,train,10.0,20.0,0.03209015,366.89594,284.3576,231.84769,0.20120552
TS157,train,10.0,40.0,0.031114785,378.00183,265.1822,269.3628,2.7327287
TS157,train,10.0,60.0,0.03116377,378.24908,241.19864,291.33994,4.077235
TS157,train,10.0,80.0,0.032546706,364.11673,199.95317,304.26614,4.673539
TS157,train,10.0,100.0,0.036918797,323.5912,106.796295,305.45993,0.18735607
TS157,train,10.0,120.0,0.04520994,265.49478,-3.202498,265.4435,-4.117389
TS157,train,10.0,140.0,0.053997934,219.52567,-203.05238,83.27879,-5.0876403
TS157,train,10.0,160.0,0.042079322,281.32852,-278.90018,-36.768173,-2.9223888
TS167,val,0.25,0.0,0.001324869,211.23993,197.94371,73.544014,-2.9389277
TS167,val,0.25,20.0,0.0011687865,242.26791,195.44325,142.87036,-8.7886
TS167,val,0.25,40.0,0.001085666,252.03886,180.8895,175.34561,-7.453575
TS167,val,0.25,60.0,0.0011000622,249.47232,157.35556,193.50749,-5.1331
TS167,val,0.25,80.0,0.0012156306,231.52182,111.40055,202.87218,-4.4718585
TS167,val,0.25,100.0,0.001397379,198.97293,35.501724,195.5466,-8.987179
TS167,val,0.25,120.0,0.0016291932,168.0972,-48.201107,160.06862,-17.533398
TS167,val,0.25,140.0,0.0017168664,158.0905,-128.62532,89.61012,-20.380676
TS167,val,0.25,160.0,0.0015390319,178.26971,-177.62009,11.160255,-10.11604
TS167,val,0.5,0.0,0.0024699713,223.07117,205.46779,86.57324,-5.9378667
TS167,val,0.5,20.0,0.0021734172,253.79346,201.0553,154.49376,-10.856538
TS167,val,0.5,40.0,0.0020600308,262.44525,187.50435,183.42253,-8.70271
TS167,val,0.5,60.0,0.0020831968,260.12128,166.46315,199.80196,-5.653402
TS167,val,0.5,80.0,0.0022638096,243.39877,124.67051,209.00424,-3.368317
TS167,val,0.5,100.0,0.0026200388,208.23383,42.459854,203.70952,-7.6075044
TS167,val,0.5,120.0,0.003083435,175.34834,-46.226044,168.2372,-17.492102
TS167,val,0.5,140.0,0.0032680223,163.93762,-134.97552,90.48545,-21.6492
TS167,val,0.5,160.0,0.0029088906,185.75839,-185.33568,7.7077975,-9.7775
TS167,val,0.75,0.0,0.003572451,231.21643,210.8903,94.485374,-7.4667726
TS167,val,0.75,20.0,0.0031453003,261.61777,205.80106,161.09038,-11.775715
TS167,val,0.75,40.0,0.0029978433,269.5808,192.3817,188.61423,-9.36284
TS167,val,0.75,60.0,0.0030305283,267.34094,171.84683,204.69798,-6.1821356
TS167,val,0.75,80.0,0.003278957,251.65642,132.48566,213.93605,-3.1171196
TS167,val,0.75,100.0,0.003803409,214.4231,45.6461,209.39186,-6.9551573
TS167,val,0.75,120.0,0.004488558,180.45091,-45.951984,173.64662,-17.252766
TS167,val,0.75,140.0,0.0047732177,168.33272,-139.50217,91.61153,-21.956095
TS167,val,0.75,160.0,0.004235274,191.14767,-190.81268,6.0562234,-9.525276
TS167,val,1.0,0.0,0.0046416777,237.61469,215.45184,99.85083,-8.403201
TS167,val,1.0,20.0,0.0040859305,268.03568,210.0718,166.00632,-12.4199705
TS167,val,1.0,40.0,0.0039129113,275.9622,196.79984,193.20062,-9.920363
TS167,val,1.0,60.0,0.0039524306,273.69116,176.36842,209.18144,-6.633947
TS167,val,1.0,80.0,0.004256475,257.9361,137.408,218.2634,-3.1513507
TS167,val,1.0,100.0,0.0049568624,219.36774,47.345734,214.09529,-6.614408
TS167,val,1.0,120.0,0.005857912,184.7332,-46.333305,178.01385,-17.046976
TS167,val,1.0,140.0,0.0062417933,172.18176,-143.3074,92.869865,-22.01297
TS167,val,1.0,160.0,0.005527631,195.67209,-195.38034,5.160499,-9.34015
TS167,val,2.0,0.0,0.0086830575,256.30762,230.14551,112.334656,-10.365877
TS167,val,2.0,20.0,0.0076743327,288.87766,224.89459,180.75061,-14.208931
TS167,val,2.0,40.0,0.0074019525,297.06345,211.58894,208.18964,-11.57049
TS167,val,2.0,60.0,0.007471253,294.76392,190.69691,224.6264,-7.964267
TS167,val,2.0,80.0,0.00798246,277.94595,151.01624,233.3149,-3.4787695
TS167,val,2.0,100.0,0.009356894,234.52823,50.20264,229.01015,-6.124147
TS167,val,2.0,120.0,0.011072221,198.3583,-49.6097,191.33653,-16.589561
TS167,val,2.0,140.0,0.011836983,184.82968,-155.34155,97.76343,-21.754028
TS167,val,2.0,160.0,0.010451212,210.12895,-209.90329,3.7611864,-8.978751
TS167,val,5.0,0.0,0.019581445,291.89813,260.32254,131.42085,-12.854654
TS167,val,5.0,20.0,0.017319039,330.81503,256.12686,208.70177,-16.768284
TS167,val,5.0,40.0,0.016780376,340.2079,241.99289,238.71152,-14.059136
TS167,val,5.0,60.0,0.016920147,337.66837,219.0783,256.75797,-9.998444
TS167,val,5.0,80.0,0.018019538,317.6301,174.5354,265.34473,-4.294384
TS167,val,5.0,100.0,0.021322643,265.21313,54.937237,259.3984,-5.6895366
TS167,val,5.0,120.0,0.02516087,225.98148,-58.013485,217.80452,-16.225079
TS167,val,5.0,140.0,0.02695193,210.63058,-179.11934,108.79992,-21.072918
TS167,val,5.0,160.0,0.023750633,239.36938,-239.19829,2.1173797,-8.797134
TS167,val,10.0,0.0,0.035657857,327.98642,291.7204,149.18398,-14.779581
TS167,val,10.0,20.0,0.031450886,374.29633,288.83575,237.3373,-18.51085
TS167,val,10.0,40.0,0.030520808,385.07373,273.69913,270.40894,-15.798432
TS167,val,10.0,60.0,0.030761383,382.26096,248.7988,289.98608,-11.43145
TS167,val,10.0,80.0,0.03275628,358.59418,197.82634,299.04758,-5.0057106
TS167,val,10.0,100.0,0.039021753,298.0475,61.889565,291.50333,-5.2712317
TS167,val,10.0,120.0,0.04588059,255.02422,-65.6204,245.90709,-16.15596
TS167,val,10.0,140.0,0.049199637,237.27513,-203.63326,119.95247,-21.08031
TS167,val,10.0,160.0,0.04331778,269.96454,-269.82202,-0.20039146,-8.768583
TS177,train,0.25,0.0,0.0011622392,244.04381,225.07487,93.366066,-12.630083
TS177,train,0.25,20.0,0.0010470639,271.52628,224.54921,150.69066,-24.368484
TS177,train,0.25,40.0,0.0010131628,279.38147,210.55959,181.4925,-27.879095
TS177,train,0.25,60.0,0.001045866,272.08405,181.9525,200.63792,-25.809393
TS177,train,0.25,80.0,0.0011556295,245.74736,125.95066,209.9682,-20.657658
TS177,train,0.25,100.0,0.0013599591,207.79543,43.031876,202.53163,-17.42798
TS177,train,0.25,120.0,0.0016175958,170.92447,-39.28689,165.16931,-19.494083
TS177,train,0.25,140.0,0.001718198,159.22319,-138.42093,76.060196,-19.723812
TS177,train,0.25,160.0,0.0013897141,203.65411,-202.67929,-18.315626,-5.7605524
TS177,train,0.5,0.0,0.0021549226,257.50015,233.2402,107.60838,-17.778008
TS177,train,0.5,20.0,0.0019457436,282.832,230.28064,161.70569,-28.38649
TS177,train,0.5,40.0,0.0018875756,289.117,217.36137,188.08008,-31.093914
TS177,train,0.5,60.0,0.0019454702,284.0306,193.87779,205.43587,-29.679396
TS177,train,0.5,80.0,0.0021441726,259.16437,141.27454,216.04193,-22.967722
TS177,train,0.5,100.0,0.0025378468,217.83362,50.936985,211.0677,-17.53001
TS177,train,0.5,120.0,0.0030440586,179.15723,-34.945072,174.65599,-19.252937
TS177,train,0.5,140.0,0.003250645,166.67577,-148.8158,72.04762,-20.87302
TS177,train,0.5,160.0,0.0025748727,216.00368,-214.04784,-28.571795,-3.798008
TS177,train,0.75,0.0,0.0031136496,266.5301,239.12642,115.91157,-20.489105
TS177,train,0.75,20.0,0.0028132317,291.04666,235.2171,168.67273,-30.459665
TS177,train,0.75,40.0,0.0027389287,296.73972,222.69144,193.31686,-33.034256
TS177,train,0.75,60.0,0.0028102717,291.6331,200.16623,209.76497,-31.319582
TS177,train,0.75,80.0,0.003091158,267.99405,150.12097,220.64224,-24.466785
TS177,train,0.75,100.0,0.0036679108,223.77412,53.850456,216.46272,-17.846716
TS177,train,0.75,120.0,0.004418783,184.50577,-33.776325,180.38434,-19.048553
TS177,train,0.75,140.0,0.004726793,172.18135,-156.02151,69.69203,-21.05837
TS177,train,0.75,160.0,0.003712081,223.79153,-221.2427,-33.54474,-2.6290066
TS177,train,1.0,0.0,0.0040358687,273.21997,243.9376,121.07047,-21.970333
TS177,train,1.0,20.0,0.0036665255,298.13864,239.84436,174.20087,-31.861506
TS177,train,1.0,40.0,0.0035771218,303.34952,227.33391,197.89659,-34.30885
TS177,train,1.0,60.0,0.0036557296,298.15198,205.17073,213.87424,-32.51504
TS177,train,1.0,80.0,0.0040129796,275.11,156.44897,224.84247,-25.581923
TS177,train,1.0,100.0,0.0047717183,228.61478,55.432957,221.0474,-18.164345
TS177,train,1.0,120.0,0.0057582385,188.82552,-33.637943,184.83931,-18.919472
TS177,train,1.0,140.0,0.006159707,176.84883,-161.779,68.27274,-20.9827
TS177,train,1.0,160.0,0.004815202,229.74294,-226.83716,-36.36452,-1.957634
TS177,train,2.0,0.0,0.007556726,293.86728,260.01453,134.56972,-25.321718
TS177,train,2.0,20.0,0.006895483,319.98306,255.55502,189.38028,-34.867027
TS177,train,2.0,40.0,0.006757662,324.5624,242.3267,212.6543,-37.3716
TS177,train,2.0,60.0,0.00689413,318.9135,219.6254,228.51088,-35.401665
TS177,train,2.0,80.0,0.007510604,295.6397,171.66872,239.0352,-28.191444
TS177,train,2.0,100.0,0.009004566,243.42316,57.646866,235.7193,-19.184559
TS177,train,2.0,120.0,0.010867613,202.0891,-35.7742,198.01694,-18.69457
TS177,train,2.0,140.0,0.011579724,191.58478,-178.68748,66.03756,-20.348639
TS177,train,2.0,160.0,0.009002555,247.0508,-243.5655,-41.337677,-1.0587451
TS177,train,5.0,0.0,0.017088141,333.12515,292.91898,155.87889,-29.539879
TS177,train,5.0,20.0,0.015629431,364.47516,288.5793,219.08119,-39.59188
TS177,train,5.0,40.0,0.0153858075,368.37762,273.30725,243.38219,-42.07529
TS177,train,5.0,60.0,0.01568948,361.07404,247.70912,259.7211,-39.491776
TS177,train,5.0,80.0,0.01699273,334.69986,195.78418,269.62555,-31.537504
TS177,train,5.0,100.0,0.020581398,273.16614,60.19545,265.63254,-20.87064
TS177,train,5.0,120.0,0.024748081,228.69565,-41.967163,224.05466,-18.43815
TS177,train,5.0,140.0,0.026077326,220.4313,-209.28679,66.43608,-19.369303
TS177,train,5.0,160.0,0.02034741,279.6149,-275.8027,-46.006416,-0.87548107
TS177,train,10.0,0.0,0.031207269,372.66974,326.93936,175.81873,-32.881084
TS177,train,10.0,20.0,0.02849337,410.2182,322.68997,249.49776,-43.60083
TS177,train,10.0,40.0,0.02812596,413.94223,305.67303,275.38974,-45.526333
TS177,train,10.0,60.0,0.02869799,405.03412,277.33698,292.13943,-42.32461
TS177,train,10.0,80.0,0.031040775,374.74045,219.38252,301.92084,-33.84561
TS177,train,10.0,100.0,0.037817866,305.29172,65.29278,297.409,-22.085651
TS177,train,10.0,120.0,0.045265757,257.21692,-47.197018,252.19394,-18.198723
TS177,train,10.0,140.0,0.047288056,249.21321,-238.41466,69.935104,-19.358362
TS177,train,10.0,160.0,0.037189484,312.02072,-308.23193,-48.46512,-1.0662047
TS198,train,0.25,0.0,0.0013741013,201.21736,188.17255,71.15474,-2.257502
TS198,train,0.25,20.0,0.0011809501,240.92242,183.75354,155.7595,1.9125297
TS198,train,0.25,40.0,0.0010700057,257.74597,169.1396,194.46405,-0.7032264
TS198,train,0.25,60.0,0.0010716582,261.8612,148.68301,215.53162,-3.2778423
TS198,train,0.25,80.0,0.00112435,250.92308,114.71225,223.14482,-2.2548554
TS198,train,0.25,100.0,0.001271966,223.03987,58.22652,215.18211,5.8484387
TS198,train,0.25,120.0,0.0015780068,177.13902,-22.377018,174.53911,19.768158
TS198,train,0.25,140.0,0.0017928176,152.25737,-123.59989,85.12843,25.53095
TS198,train,0.25,160.0,0.0015818106,172.98747,-172.11769,10.190833,13.96325
TS198,train,0.5,0.0,0.0025857922,211.28467,195.11548,81.03825,0.81171554
TS198,train,0.5,20.0,0.0021876527,254.72829,188.24954,171.57397,2.682865
TS198,train,0.5,40.0,0.002021801,269.40436,173.37071,206.20146,-1.3611209
TS198,train,0.5,60.0,0.002009812,271.212,154.08377,223.14926,-4.3064795
TS198,train,0.5,80.0,0.0020983135,261.9596,124.53407,230.41873,-4.5051804
TS198,train,0.5,100.0,0.0023610005,235.472,68.7948,225.16818,3.2234206
TS198,train,0.5,120.0,0.0029455437,189.02243,-13.167231,187.55165,19.504854
TS198,train,0.5,140.0,0.0033992492,158.49951,-131.99054,83.46064,27.089882
TS198,train,0.5,160.0,0.0029971886,179.99586,-179.27655,8.578791,13.591622
TS198,train,0.75,0.0,0.0037509222,218.28035,200.07812,87.23219,2.3120368
TS198,train,0.75,20.0,0.0031500412,263.32352,192.12347,180.0514,2.7471566
TS198,train,0.75,40.0,0.0029345662,276.6555,176.99219,212.6229,-1.6386399
TS198,train,0.75,60.0,0.0029140527,278.02982,157.95348,228.75905,-4.5355163
TS198,train,0.75,80.0,0.003038051,269.63483,130.03352,236.1495,-5.2299614
TS198,train,0.75,100.0,0.0034027887,242.91032,73.333405,231.56316,2.189986
TS198,train,0.75,120.0,0.0042426228,196.36021,-8.954589,195.23915,18.939486
TS198,train,0.75,140.0,0.0049534184,162.99431,-137.25122,83.53117,27.407768
TS198,train,0.75,160.0,0.004366947,185.06213,-184.3988,8.052914,13.42355
TS198,train,1.0,0.0,0.004879008,223.83421,204.22545,91.556755,3.207103
TS198,train,1.0,20.0,0.004091639,270.42023,195.83447,186.4621,2.792052
TS198,train,1.0,40.0,0.0038271483,283.0797,180.44246,218.1084,-1.785245
TS198,train,1.0,60.0,0.003804391,284.38654,161.54175,234.00404,-4.697803
TS198,train,1.0,80.0,0.0039565503,276.23642,134.1366,241.41791,-5.5953813
TS198,train,1.0,100.0,0.0044196555,249.04962,76.34918,237.05222,1.5855588
TS198,train,1.0,120.0,0.0054978044,202.06516,-6.6660805,201.10367,18.525572
TS198,train,1.0,140.0,0.0064687305,166.86882,-141.45226,84.169716,27.413992
TS198,train,1.0,160.0,0.005702562,189.42209,-188.78912,7.867154,13.322664
TS198,train,2.0,0.0,0.009176157,240.73535,217.6054,102.826256,5.283494
TS198,train,2.0,20.0,0.0076446,291.11624,208.59537,203.04141,3.2735066
TS198,train,2.0,40.0,0.0072328392,303.76843,192.65306,234.85507,-1.772768
TS198,train,2.0,60.0,0.0071930545,305.10672,173.12836,251.18298,-4.877869
TS198,train,2.0,80.0,0.007438428,296.79355,145.1775,258.7869,-6.264649
TS198,train,2.0,100.0,0.0082845595,267.6975,82.92487,254.52898,0.6394934
TS198,train,2.0,120.0,0.01024269,218.37968,-3.6991882,217.62564,17.748753
TS198,train,2.0,140.0,0.012236514,179.46667,-154.24455,87.71446,26.887127
TS198,train,2.0,160.0,0.010783583,203.62877,-203.04669,7.953216,13.170106
TS198,train,5.0,0.0,0.020793406,273.82056,245.10983,121.79728,8.015494
TS198,train,5.0,20.0,0.017236918,332.1547,236.5039,233.17337,4.777858
TS198,train,5.0,40.0,0.016433671,345.98688,219.19672,267.69086,-1.1466627
TS198,train,5.0,60.0,0.016347704,348.1621,197.6679,286.56274,-5.104671
TS198,train,5.0,80.0,0.016840076,339.0522,166.43587,295.30072,-7.277764
TS198,train,5.0,100.0,0.018728824,304.59064,92.99651,290.04672,0.01849389
TS198,train,5.0,120.0,0.023027413,249.05325,-3.0308242,248.44339,17.152782
TS198,train,5.0,140.0,0.027773958,205.25208,-179.32655,96.444374,25.86211
TS198,train,5.0,160.0,0.024486726,232.5433,-232.00635,8.7485075,13.149129
TS198,train,10.0,0.0,0.037900098,308.94168,274.40213,141.58838,10.057104
TS198,train,10.0,20.0,0.031328276,375.06247,266.60867,263.7249,6.3908687
TS198,train,10.0,40.0,0.029970972,390.24744,248.13736,301.19888,-0.36196962
TS198,train,10.0,60.0,0.029787997,393.2754,224.52173,322.83994,-5.467012
TS198,train,10.0,80.0,0.030639233,383.12387,189.068,333.11722,-8.372237
TS198,train,10.0,100.0,0.034122977,342.78503,103.22256,326.87405,-0.15979701
TS198,train,10.0,120.0,0.041827675,281.15842,-2.895121,280.6366,16.87543
TS198,train,10.0,140.0,0.05055785,232.12288,-205.1087,105.58141,25.768208
TS198,train,10.0,160.0,0.044616632,262.50604,-261.99094,9.557603,13.37271
TS221,train,0.25,0.0,0.0011965265,236.50623,220.08699,85.826225,10.313235
TS221,train,0.25,20.0,0.0010800711,262.42358,220.02173,141.384,21.54428
TS221,train,0.25,40.0,0.0010509577,267.9533,208.5088,166.6082,23.760544
TS221,train,0.25,60.0,0.0010993581,258.67612,182.52031,182.02455,21.50573
TS221,train,0.25,80.0,0.0012474359,227.52197,122.847984,190.64249,17.220917
TS221,train,0.25,100.0,0.0014750985,186.36803,23.207117,184.12407,17.052065
TS221,train,0.25,120.0,0.0016610564,164.73808,-55.907825,153.11504,23.821413
TS221,train,0.25,140.0,0.0016893583,162.2042,-138.71947,79.93755,25.94305
TS221,train,0.25,160.0,0.0014175643,198.40515,-197.88538,-10.008543,9.224784
TS221,train,0.5,0.0,0.0022254798,249.91534,228.59189,99.70851,16.051273
TS221,train,0.5,20.0,0.0020117299,273.4497,226.44609,151.1309,25.51767
TS221,train,0.5,40.0,0.0019640045,277.411,216.2185,171.73581,26.68133
TS221,train,0.5,60.0,0.0020435147,270.77524,195.10722,186.1027,24.769867
TS221,train,0.5,80.0,0.0023077738,242.98625,142.3025,196.04594,18.59229
TS221,train,0.5,100.0,0.0027891058,193.62956,25.992382,191.1517,16.66352
TS221,train,0.5,120.0,0.0031477464,171.22075,-56.383015,159.83424,24.299282
TS221,train,0.5,140.0,0.0031981831,168.82684,-146.51372,79.13754,27.781477
TS221,train,0.5,160.0,0.0026374739,209.52032,-208.53673,-18.807009,6.8763804
TS221,train,0.75,0.0,0.0032084275,258.34576,234.36147,107.05425,18.747845
TS221,train,0.75,20.0,0.0029085209,281.2428,231.82422,156.86263,27.348024
TS221,train,0.75,40.0,0.0028496932,284.93048,222.23824,176.04222,28.362867
TS221,train,0.75,60.0,0.0029484907,278.66177,202.19116,189.9328,26.360622
TS221,train,0.75,80.0,0.0033143174,252.7725,153.04132,200.18556,19.805168
TS221,train,0.75,100.0,0.0040630675,198.4426,26.633305,195.93066,16.771425
TS221,train,0.75,120.0,0.004586007,175.8749,-57.68704,164.3489,24.362787
TS221,train,0.75,140.0,0.0046585575,173.67752,-152.04765,79.01027,28.323835
TS221,train,0.75,160.0,0.003810198,216.8965,-215.55177,-23.45794,5.327315
TS221,train,1.0,0.0,0.0041612205,265.11694,239.32948,112.19023,20.472279
TS221,train,1.0,20.0,0.0037898845,288.108,236.8493,161.52061,28.62823
TS221,train,1.0,40.0,0.0037224225,291.64233,227.55647,180.00087,29.546373
TS221,train,1.0,60.0,0.0038368339,285.51645,207.9853,193.65605,27.5481
TS221,train,1.0,80.0,0.004287852,260.2111,160.27658,203.93367,20.732386
TS221,train,1.0,100.0,0.005309769,202.47679,26.668274,199.99332,16.976784
TS221,train,1.0,120.0,0.005991465,179.88177,-59.175896,168.11328,24.361954
TS221,train,1.0,140.0,0.0060811723,177.8316,-156.62502,79.24306,28.512268
TS221,train,1.0,160.0,0.004948071,222.71631,-221.11601,-26.279144,4.3289275
TS221,train,2.0,0.0,0.007787941,285.45953,255.5652,124.85837,24.161795
TS221,train,2.0,20.0,0.0071289698,309.84796,253.72253,175.03062,31.541443
TS221,train,2.0,40.0,0.0070226677,313.10138,244.33209,193.10962,32.29501
TS221,train,2.0,60.0,0.0072097243,306.62112,224.19858,206.98257,30.161644
TS221,train,2.0,80.0,0.007975008,281.1823,177.49367,216.874,22.91343
TS221,train,2.0,100.0,0.010091947,215.47557,25.659908,213.19922,17.814169
TS221,train,2.0,120.0,0.011350137,193.03448,-65.07203,180.0957,24.360706
TS221,train,2.0,140.0,0.011491942,191.27676,-170.93454,80.95886,28.524046
TS221,train,2.0,160.0,0.0092636915,239.95592,-237.85532,-31.581753,2.4923198
TS221,train,5.0,0.0,0.017598027,323.7014,288.37964,144.19746,28.755249
TS221,train,5.0,20.0,0.016131287,354.3585,288.79666,202.13974,36.13806
TS221,train,5.0,40.0,0.015939925,357.17465,278.2166,220.98639,36.527527
TS221,train,5.0,60.0,0.01632718,348.9624,255.11598,235.6881,33.789135
TS221,train,5.0,80.0,0.017920716,319.53433,203.73354,244.836,25.498257
TS221,train,5.0,100.0,0.02314801,242.60747,24.460133,240.59033,19.399937
TS221,train,5.0,120.0,0.025812058,220.39194,-77.068054,204.99928,24.665787
TS221,train,5.0,140.0,0.026071819,218.6859,-199.317,85.48412,28.082983
TS221,train,5.0,160.0,0.020925803,272.31265,-269.84036,-36.5926,1.1561152
TS221,train,10.0,0.0,0.032128613,362.1371,322.0015,162.49731,32.448784
TS221,train,10.0,20.0,0.029336847,400.06842,324.66507,230.34242,39.870728
TS221,train,10.0,40.0,0.029058268,402.4211,312.2629,250.73993,39.548485
TS221,train,10.0,60.0,0.02976746,392.5919,286.59348,265.86993,36.135143
TS221,train,10.0,80.0,0.03262595,358.15463,228.47333,274.51764,26.734636
TS221,train,10.0,100.0,0.042524982,271.90472,25.473812,269.92984,20.521744
TS221,train,10.0,120.0,0.047013473,249.78578,-88.32276,232.25584,25.480318
TS221,train,10.0,140.0,0.047467526,247.02522,-228.04276,90.73527,28.018635
TS221,train,10.0,160.0,0.03820466,304.35736,-301.8489,-38.980167,1.0883559
TS244,train,0.25,0.0,0.001209706,232.47679,213.63466,91.61024,-0.78074753
TS244,train,0.25,20.0,0.0010969006,255.50928,212.17535,142.27597,-4.7418933
TS244,train,0.25,40.0,0.0010674587,262.1663,199.06389,170.53935,-4.588377
TS244,train,0.25,60.0,0.0010990323,256.4848,172.49406,189.79263,-2.7726874
TS244,train,0.25,80.0,0.0012030124,234.47433,123.29243,199.3902,-2.1837716
TS244,train,0.25,100.0,0.0014011363,197.95877,46.25459,192.31592,-7.034422
TS244,train,0.25,120.0,0.0017065038,162.43817,-32.497482,158.42139,-15.052382
TS244,train,0.25,140.0,0.0018282562,149.6334,-130.89212,70.18077,-18.138952
TS244,train,0.25,160.0,0.0014473369,194.49324,-193.05716,-21.555046,-8.367929
TS244,train,0.5,0.0,0.002257228,244.11261,221.49553,102.55797,-3.0923557
TS244,train,0.5,20.0,0.0020560473,265.6544,218.416,151.09152,-6.014867
TS244,train,0.5,40.0,0.002004763,271.4763,206.21184,176.4888,-5.268852
TS244,train,0.5,60.0,0.0020531449,267.13782,182.57874,194.98294,-3.0038025
TS244,train,0.5,80.0,0.0022382296,247.63126,137.78197,205.74507,-0.9875467
TS244,train,0.5,100.0,0.0026287672,208.33305,54.340103,201.03387,-5.666173
TS244,train,0.5,120.0,0.0032077406,170.7699,-28.778023,167.63289,-15.27317
TS244,train,0.5,140.0,0.003460547,155.95135,-138.69838,68.64784,-19.231663
TS244,train,0.5,160.0,0.002693692,206.81082,-204.26244,-31.577309,-7.06826
TS244,train,0.75,0.0,0.0032629617,251.48528,227.04326,108.0651,-4.0940895
TS244,train,0.75,20.0,0.0029794849,272.94418,223.5408,156.47821,-6.4640837
TS244,train,0.75,40.0,0.0029079432,278.21902,211.34457,180.8588,-5.421222
TS244,train,0.75,60.0,0.0029755873,274.57318,188.69315,199.43794,-3.0815387
TS244,train,0.75,80.0,0.0032300896,256.36703,146.14284,210.62775,-0.66718477
TS244,train,0.75,100.0,0.0038100313,215.15007,58.44851,206.99388,-5.127741
TS244,train,0.75,120.0,0.0046468414,176.39714,-27.534145,173.55043,-15.426605
TS244,train,0.75,140.0,0.005038987,160.60316,-144.01611,68.325386,-19.586945
TS244,train,0.75,160.0,0.0038824494,214.0782,-210.97592,-35.721176,-6.5210667
TS244,train,1.0,0.0,0.004247375,257.61252,231.9265,112.033516,-4.7535114
TS244,train,1.0,20.0,0.003886562,279.45782,228.31651,161.00516,-6.74099
TS244,train,1.0,40.0,0.0037980343,284.51477,216.14882,184.9263,-5.532029
TS244,train,1.0,60.0,0.0038718826,280.78143,193.47247,203.46228,-3.0835152
TS244,train,1.0,80.0,0.0041893343,263.24307,151.93024,214.97075,-0.5257388
TS244,train,1.0,100.0,0.004958284,220.6394,61.03446,211.97266,-4.9010296
TS244,train,1.0,120.0,0.006044816,181.10286,-27.110586,178.38275,-15.582205
TS244,train,1.0,140.0,0.0065760757,164.61691,-148.39597,68.46523,-19.733475
TS244,train,1.0,160.0,0.0050337715,219.7049,-216.29228,-38.058315,-6.2645793
TS244,train,2.0,0.0,0.007992681,275.88193,247.50615,121.71292,-6.1234784
TS244,train,2.0,20.0,0.0073326062,300.1967,244.36185,174.22241,-7.20103
TS244,train,2.0,40.0,0.0071870573,304.8602,231.73299,198.00894,-5.658052
TS244,train,2.0,60.0,0.007308608,301.3412,208.49799,217.5468,-2.91373
TS244,train,2.0,80.0,0.007837171,284.33652,167.57231,229.70988,-0.18312858
TS244,train,2.0,100.0,0.009316723,237.53719,67.01783,227.83792,-4.7327566
TS244,train,2.0,120.0,0.011342651,195.89182,-27.609787,193.26096,-16.171011
TS244,train,2.0,140.0,0.01241385,177.55058,-161.87248,70.18139,-19.898592
TS244,train,2.0,160.0,0.009407406,236.59988,-232.692,-42.390934,-6.0781155
TS244,train,5.0,0.0,0.018165896,311.6768,279.23584,138.22556,-7.96592
TS244,train,5.0,20.0,0.016635144,342.34338,277.54425,200.26761,-7.813634
TS244,train,5.0,40.0,0.016366435,346.5328,263.35764,225.15247,-5.83995
TS244,train,5.0,60.0,0.016584307,342.93964,237.67375,247.2106,-2.3891654
TS244,train,5.0,80.0,0.017642638,325.08386,194.2647,260.65402,0.47109896
