condition_id,tensile_angle_deg,cpfem_r,prediction_r
TS003,0,0.5157059730590109,0.573584258556366
TS003,45,2.374840090827679,2.162949562072754
TS003,90,0.7470284360815131,0.8345784544944763
TS151,0,0.7651065867515413,0.8604417443275452
TS151,45,0.9836793432432269,0.8962141275405884
TS151,90,1.3675694363616155,1.381528377532959
TS298,0,1.2590937939992697,1.164454460144043
TS298,45,0.8581533833016947,0.8398606181144714
TS298,90,6.078458564741283,6.14168643951416
